X1,X0.99857870807693,X1.1,X0.999721078248703,X0.998756578909375,X1.2,X0.999557513740931,X0.998289920794552,X0.999678868501467,X1.3,X0.999725976096073,X0.998960320717059,X0.999762283810278,X0.999371424805429,X1.4,X0.999474170379138,X0.998299047363711,X0.999760131253622,X0.999671071353721,X0.999492011466826,X1.5,X0.999082256579511,X0.999534181138959,X0.999390615027866,X0.99903397721931,X0.99946469985572,X0.999003173371461,X1.6,X0.999076884170196,X0.99773007388523,X0.999124603549804,X0.999114885228605,X0.998808089562102,X0.999266853086021,X0.998392507913964,X1.7,X0.999343292725435,X0.999224931405678,X0.999366313593852,X0.998888276366391,X0.999443672372342,X0.999128842743112,X0.999685575667064,X0.998489792708131,X1.8,X1.9,X0.998739396932787,X0.999563508145437,X0.999476426185716,X0.999574127670704,X0.999474651223694,X0.999081490846377,X0.998919592001104,X0.999492859468587,X1.10
1,0.99857870807693,1,0.999721078248703,0.998756578909375,1,0.999557513740931,0.998289920794552,0.999678868501467,1,0.999725976096073,0.998960320717059,0.999762283810278,0.999371424805429,1,0.999474170379138,0.998299047363711,0.999760131253622,0.999671071353721,0.999492011466826,1,0.999082256579511,0.999534181138959,0.999390615027866,0.99903397721931,0.99946469985572,0.999003173371461,1,0.999076884170196,0.99773007388523,0.999124603549804,0.999114885228605,0.998808089562102,0.999266853086021,0.998392507913964,1,0.999343292725435,0.999224931405678,0.999366313593852,0.998888276366391,0.999443672372342,0.999128842743112,0.999685575667064,0.998489792708131,1,1,0.998739396932787,0.999563508145437,0.999476426185716,0.999574127670704,0.999474651223694,0.999081490846377,0.998919592001104,0.999492859468587,1
