X0.752210924543647,X0.749328632969892,X0.996241281644027,X0.7496755340438,X0.997095517605671,X0.99893288670958,X0.751996956799638,X0.997237046217936,X0.998876133414456,X0.999535203855237
0.752210924543647,0.749328632969892,0.996241281644027,0.7496755340438,0.997095517605671,0.99893288670958,0.751996956799638,0.997237046217936,0.998876133414456,0.999535203855237
