X0.999950068696593,X0.999900192093031,X0.999950180175083,X0.999950127198712,X1,X0.999950243127119,X0.999949858608145,X1.1,X0.999949958255712,X1.2
0.999950068696593,0.999900192093031,0.999950180175083,0.999950127198712,1,0.999950243127119,0.999949858608145,1,0.999949958255712,1
