X0.683533964995377,X0.681468535540417,X0.999841300373696,X0.68353559899966,X0.998591526905073,X0.99835403206953,X0.681645073959781,X0.999771379744489,X0.999771223022516,X0.9984334291268
0.683533964995377,0.681468535540417,0.999841300373696,0.68353559899966,0.998591526905073,0.99835403206953,0.681645073959781,0.999771379744489,0.999771223022516,0.9984334291268
