result.1,result.2,result.3,result.4,result.5,result.6,result.7,result.8,result.9,result.10,result.11,result.12,result.13,result.14,result.15,result.16,result.17,result.18,result.19,result.20,result.21,result.22,result.23,result.24,result.25,result.26,result.27,result.28,result.29,result.30,result.31,result.32,result.33,result.34,result.35,result.36,result.37,result.38,result.39,result.40
1,0.999542154569168,0.999246422796509,0.99915958479062,0.999011131941514,0.998497877458632,0.998210306630882,0.99866538549613,0.997842730468554,0.99862884836559,0.998682554587503,0.998096848487844,0.999608963421108,0.998151847542449,0.998033757789524,0.998432454858986,0.997796516017125,0.999134343088923,0.998883853544895,0.998228739030848,0.998102554940952,0.997910716905606,0.998090312855247,0.998233072524983,0.997241891412831,0.999069285329491,0.99796843066691,0.998296139505876,0.998620823925898,0.997932726122134,0.997436509719496,0.996647208001036,0.99856554142193,0.99760884018272,0.998132546283824,0.998692936727979,0.998440534383153,0.998443135200675,0.999020191508853,0.999074018626859
1,1,0.99922907827332,0.999560981632738,0.999532153458889,0.998677744189611,0.998620587909431,0.999190079530861,0.998011286377913,0.998874573960535,0.999121454102336,0.998403240765489,0.999644498191487,0.998390595997825,0.998469727375348,0.998875939973227,0.998545668686007,0.999348438945083,0.999203892449851,0.998445890994105,0.998570893127268,0.998276854507848,0.998468324563158,0.998537284250257,0.997643759459332,0.998970692939088,0.998326536647921,0.998660680576274,0.99916690208825,0.998291355209547,0.997921447786182,0.996816720247494,0.998752370409432,0.998177213685879,0.998711006909416,0.999000522042056,0.998917863082768,0.998742346846012,0.999466137731573,0.999463775158405
1,0.999542154569168,1,0.999211365263631,0.999245927108352,0.998523995291955,0.998532458431471,0.999161546091062,0.997976134540994,0.99888263053233,0.999080668510801,0.998537115229248,0.999339213018931,0.998206223328512,0.998288759589561,0.998706617896137,0.998454576716546,0.999240820743951,0.999140104792768,0.998712011569158,0.998588656960016,0.998158501472225,0.998376802022635,0.998348881621119,0.997600050086183,0.999121573399026,0.998219680768396,0.998762452168551,0.998715016668243,0.997989465702705,0.997773701615155,0.997026408893489,0.998685837979353,0.998187073108789,0.998628389834082,0.999002167200329,0.998903885483365,0.998712944661797,0.999228328403726,0.999142997728359
1,1,0.999246422796509,1,0.999543254879849,0.998225185155732,0.998099911116069,0.999094390691783,0.997356923785167,0.998565697346648,0.998804927432045,0.997997484261298,0.999405868520415,0.997840325618069,0.998014847640473,0.998226393856766,0.997943473111509,0.999126569152262,0.99868247166771,0.998341515942927,0.998109840296464,0.997571636693206,0.998021013945436,0.997958585236709,0.997275336571736,0.999197879018974,0.998280199963405,0.998137831235787,0.999337816020852,0.997404276193714,0.997736466420089,0.996493293007315,0.998364138011089,0.997592698107142,0.99852559585431,0.998733349925692,0.998855494927535,0.998353561134534,0.999255440119354,0.999193628514667
1,0.999542154569168,0.99922907827332,0.99915958479062,1,0.998857933678676,0.998878972215301,0.999375156885209,0.998301711660496,0.999354860851421,0.999141387321654,0.998597495016484,0.999220123794585,0.998752193401126,0.998758904648765,0.998800267575783,0.998915673820042,0.999339982922319,0.999519599777783,0.998886122902415,0.998808746529149,0.998371722301791,0.999027537156518,0.998935311529482,0.997801074490021,0.99920350566942,0.998755317491064,0.998959434378025,0.999577661744115,0.998256632511036,0.998406164235714,0.997178161619772,0.999161380190144,0.998737454204369,0.998952015781625,0.999592194849306,0.999287815917517,0.998865746357723,0.999806385280341,0.999767878614381
1,1,1,0.999560981632738,0.999011131941514,1,0.999119465897212,0.99906638146906,0.999456132857938,0.999732805110727,0.999535477599606,0.998983502070101,0.998276286249069,0.999595662351027,0.999520905816927,0.999441363949227,0.999460270438926,0.999255481309305,0.999470469630194,0.998911147663733,0.999657937051483,0.999594329494617,0.999830519224248,0.99986361497607,0.99926328452371,0.998092106355654,0.999594839366599,0.999598004792648,0.998817818213809,0.999596549437029,0.999175178646056,0.998400748751407,0.999606719557412,0.999396077104858,0.99934702356037,0.999080388871324,0.999248894793852,0.999580046018463,0.999146600320726,0.999084251892273
1,0.999542154569168,0.999246422796509,0.999211365263631,0.999532153458889,0.998497877458632,1,0.998684924124237,0.999406399585059,0.99914947998538,0.998735544947448,0.999840896701685,0.998343726505651,0.999307975009731,0.999041643265005,0.999417618465638,0.998963901697237,0.99888904661048,0.999031815064382,0.999366473484426,0.998780869099013,0.999196343042824,0.999339605145298,0.998947221223993,0.9986577001853,0.998049820605358,0.99900722952983,0.999597276133276,0.998430941865636,0.999286130651076,0.99864036798188,0.997976915956107,0.998980848005325,0.998952820748265,0.999052338903493,0.999211879177897,0.998688296871144,0.999510378750617,0.999282147726198,0.998639899330893
1,1,0.99922907827332,1,0.999245927108352,0.998677744189611,0.998210306630882,1,0.998475004805017,0.999444532555996,0.999496413879422,0.998796823976706,0.998885616424531,0.998789114649097,0.998945460641627,0.999091107157263,0.998917921606184,0.999394871561442,0.999515659924407,0.998990930885331,0.998996069417679,0.998836233366582,0.999149949869101,0.999075385041742,0.998248284478142,0.998884114017558,0.999019461523774,0.999003635088749,0.999323855852441,0.998516180162496,0.998680478277011,0.997414127679704,0.999305100423633,0.99887542279253,0.999294572358696,0.999017671871926,0.999697759324969,0.999151992073761,0.999546670276517,0.999325829294301
1,0.999542154569168,1,0.99915958479062,0.999543254879849,0.998523995291955,0.998620587909431,0.99866538549613,1,0.999260990245857,0.998897980737679,0.99960723729103,0.997758882721454,0.999592236777143,0.999125838637574,0.999592386187055,0.999038853622007,0.998635972788892,0.998797078169384,0.998909336323441,0.999039394649887,0.999802053198378,0.999650843010812,0.999446286632952,0.999203516291216,0.997604822247552,0.999127842972727,0.999655045010573,0.99824942857997,0.999873714479787,0.999049749290563,0.998276513151263,0.999135649531016,0.999423912340011,0.99909696362044,0.998768242087737,0.998790971081347,0.999456991714983,0.998748186325361,0.998358414363843
1,1,0.999246422796509,0.999560981632738,1,0.998225185155732,0.998532458431471,0.999190079530861,0.997842730468554,1,0.999567286811516,0.99911425317474,0.998541000796998,0.999499139270882,0.999525965060701,0.999443919903858,0.999390124328223,0.999126627263876,0.999509407753788,0.999165684552984,0.999598364509086,0.999397855418086,0.999869386807307,0.999700023682268,0.998795269514414,0.998448223107668,0.99965790702608,0.999663997180585,0.999084147031715,0.999339312550086,0.998997186117901,0.997915891960095,0.999536822404679,0.999537649850415,0.999430622710279,0.999379225218912,0.999321361265774,0.999475798622573,0.999472979958539,0.999185461232326
