result.1,result.2,result.3,result.4,result.5,result.6,result.7,result.8,result.9,result.10,result.11,result.12,result.13,result.14,result.15,result.16,result.17,result.18,result.19,result.20,result.21,result.22,result.23,result.24,result.25,result.26,result.27,result.28,result.29,result.30,result.31,result.32,result.33,result.34,result.35,result.36,result.37,result.38,result.39,result.40
1,0.849421449726618,0.972942149750698,0.854067738791845,0.858291386164241,0.736762940253693,0.998065526526826,0.873766553617678,0.974342801591877,0.857887175414126,0.974521869374773,0.864156463818057,0.970842324691389,0.998004928789919,0.725714663235028,0.973457865749722,0.861024760555911,0.734951753993193,0.973798254526122,0.888522820130259,0.859886301411079,0.997953848730179,0.73716852388642,0.859110595883626,0.972847017090432,0.702444947430904,0.862685102422769,0.861854651708981,0.973801227235671,0.997552306602122,0.972343894679735,0.86287248330892,0.883212354259033,0.998210656442136,0.75135074143634,0.972946039694413,0.730623146798767,0.972176724411219,0.998018956796206,0.860165486243959
1,1,0.843153816771252,0.759070346873106,0.753350172813149,0.820590298183827,0.851371837949879,0.938038967237146,0.842512997827712,0.75236720452512,0.84241360958031,0.947178097615906,0.843210033347265,0.849645501919817,0.660663113242848,0.847036244163569,0.756601823169181,0.822429837099829,0.845558008869442,0.955113360264472,0.949549057689512,0.848651523572159,0.82489165482114,0.751557067611463,0.844548489617726,0.70029017631481,0.950049810688543,0.950022941390365,0.846658475878772,0.847267900573363,0.843448386824515,0.949253033445932,0.955072127348581,0.84864299408309,0.823193263921015,0.843115048645757,0.817962395289475,0.843340551212731,0.85244089921609,0.753580345162564
1,0.849421449726618,1,0.858875786711609,0.879768861764756,0.741083542327969,0.972993968507084,0.900169623800376,0.997884072090813,0.879953042088458,0.997992831009636,0.888776074608727,0.997417896567528,0.972550394315618,0.74206126538203,0.99852187844228,0.882160506097455,0.754830552062099,0.998979324526671,0.866487246310623,0.886820941865006,0.973954913030794,0.754033072605719,0.880883926141487,0.998657427808193,0.715683613836469,0.887024862394176,0.88759751204312,0.998631600062856,0.972264111823019,0.998844806538573,0.887620113752132,0.860995967730011,0.972879513218938,0.738034835532357,0.998235177451628,0.751054708153892,0.998796745617856,0.974106559788184,0.882242274244595
1,1,0.972942149750698,1,0.891305360325902,0.872716671495505,0.853698894094907,0.783949028274562,0.855797915908489,0.891070545893373,0.857848399298656,0.778413194991421,0.856315331900004,0.854631829632031,0.819601275476054,0.858264807221236,0.8882121298658,0.782524690902714,0.856459542353948,0.775855423264214,0.775275618923973,0.854888734644428,0.780330815914373,0.888727908795202,0.85869263955058,0.742764986791543,0.775095822784465,0.777035853259163,0.857957617096599,0.853233137642641,0.858246883321568,0.775241298033293,0.772643701505105,0.854886806485828,0.772672916735135,0.85514626551154,0.77859074425052,0.858394487795016,0.855462428778134,0.888500089894737
1,0.849421449726618,0.843153816771252,0.854067738791845,1,0.763682127482375,0.857597710837023,0.798867376824518,0.875197992335448,0.997613029341181,0.876326559800293,0.79222994517869,0.878030353713883,0.859703858308209,0.734830154182988,0.878536309501451,0.99663206534376,0.865641417998055,0.877235308493326,0.775036081894984,0.789871970656737,0.85772883118377,0.863987240587269,0.997442002540418,0.878886641210773,0.808724524390597,0.789345246656592,0.791165235133255,0.878274650891904,0.858323510418517,0.878696668031506,0.791791494845515,0.768406662479019,0.857826006395046,0.846307788248388,0.876794414961777,0.861872244471998,0.879170854022349,0.85816231928972,0.997203217290027
1,1,1,0.759070346873106,0.858291386164241,1,0.737659660177784,0.827916134090093,0.73810202039812,0.764143449973353,0.738184105695392,0.839003544774592,0.7371265431053,0.737115286748934,0.78914357265897,0.739434157492568,0.762338007157287,0.888911261617409,0.739709651281706,0.838405258192879,0.83895241459504,0.737229516562722,0.887619074956411,0.762825395934314,0.740853027189977,0.704092985100507,0.837657179601445,0.842911337932956,0.740775184115961,0.735747623523642,0.739582881920941,0.8367794511219,0.84031381875365,0.737167993049754,0.880805983914729,0.738147351872287,0.889171711596204,0.739935012665088,0.739367851437362,0.76310118010865
1,0.849421449726618,0.972942149750698,0.858875786711609,0.753350172813149,0.736762940253693,1,0.876321388372037,0.97430644006138,0.856876907408411,0.974067445446045,0.864480124047502,0.971029649485309,0.997956806967635,0.724697440101632,0.973885364915372,0.858885816487592,0.734371902885383,0.973756664090276,0.889430590308088,0.86186536025319,0.998291449045014,0.735804131521597,0.85825940733177,0.972532529451969,0.700148546800696,0.863147325850039,0.863296402617511,0.975178256762606,0.99680022785271,0.973183669181213,0.863573219949755,0.885431803788564,0.997683021124425,0.751054372227781,0.972789081238566,0.729150488443967,0.972256119369816,0.998780388179876,0.859486892756174
1,1,0.843153816771252,1,0.879768861764756,0.820590298183827,0.998065526526826,1,0.897122006325012,0.799183340056547,0.895968936947194,0.989078275718612,0.901398644613661,0.874502197895482,0.694801680569289,0.901255292934162,0.802906710201787,0.848237002365268,0.900310120282423,0.963582082866428,0.985323902838372,0.874084955591998,0.848484281853013,0.801256881492464,0.899193934921409,0.668957839912849,0.987039033082352,0.985432949532522,0.901195056492375,0.873112551024636,0.899289762021586,0.987117008442515,0.960681855281626,0.873487955612329,0.831751302416919,0.898371226192222,0.84350507024868,0.897786925705633,0.877277913282437,0.802035484799488
1,0.849421449726618,1,0.854067738791845,0.891305360325902,0.741083542327969,0.851371837949879,0.873766553617678,1,0.876076427094146,0.998136254474217,0.885362430089727,0.995691549397756,0.974858681738215,0.739850252361531,0.996625567451762,0.877836890880666,0.750432588399625,0.998061699758657,0.864459792822177,0.882647011080228,0.976047459177448,0.750847976543034,0.875827557675664,0.997108308810111,0.713510391860374,0.883978756057346,0.883229131483085,0.996800618727101,0.975241085659191,0.997422288673817,0.88286213392784,0.85908642840184,0.974733748989021,0.734193119615939,0.997793248792102,0.74487140122832,0.997160080853912,0.975030531941586,0.878766945241485
1,1,0.972942149750698,0.759070346873106,1,0.872716671495505,0.972993968507084,0.938038967237146,0.974342801591877,1,0.877807671302236,0.793422086258491,0.877257364659672,0.858669407705071,0.734866193295282,0.877315566751772,0.995513637907677,0.866297767181689,0.876815561905623,0.77427445323795,0.789399186675985,0.859260842210829,0.864151846019308,0.996413462640584,0.880245831122576,0.810653926249388,0.790720140396595,0.791128442061799,0.877752163747952,0.858664223508447,0.879350123908369,0.792659471886742,0.769242585432855,0.857206678586591,0.846422260720573,0.877321590816033,0.862522685117705,0.87878333579466,0.859215189362535,0.996369640120929
