X0.999871088195876,X0.924736793765467,X0.92497819922348,X0.935076455741975,X0.935265268704768,X0.988479957945609,X0.999460440155338,X0.999665015435812,X0.924985358945124,X0.935337378758764
0.999871088195876,0.924736793765467,0.92497819922348,0.935076455741975,0.935265268704768,0.988479957945609,0.999460440155338,0.999665015435812,0.924985358945124,0.935337378758764
