X1,X0.684709121416618,X1.1,X0.730525512463415,X0.81698260967991,X1.2,X0.983612431527402,X0.677271294709586,X0.718957050041817,X1.3,X0.720380141704911,X0.670459971209909,X0.678848568366157,X0.716950636931314,X1.4,X0.765357005238463,X0.805070557130964,X0.667558799187556,X0.774178740694775,X0.728583709136342,X1.5,X0.803112943561223,X0.772622248005859,X0.664283498632614,X0.815796459525352,X0.737957319376713,X0.894285611709964,X1.6,X0.673871527578638,X0.961621492245879,X0.799676343869081,X0.668073790833383,X0.659631452964734,X0.826557749756884,X0.776858749663603,X1.7,X0.769464004457148,X0.818650726710668,X0.659395779296103,X0.761065303701441,X0.718153109055829,X0.944950792891649,X0.873009000518821,X0.842753793751564,X1.8,X0.732607161418331,X0.869127119222168,X0.913176637478737,X0.720947876190711,X0.761741447046431,X0.708880881371973,X0.71930888654358,X0.853274092542682,X0.712323473855643,X1.9
1,0.684709121416618,1,0.730525512463415,0.81698260967991,1,0.983612431527402,0.677271294709586,0.718957050041817,1,0.720380141704911,0.670459971209909,0.678848568366157,0.716950636931314,1,0.765357005238463,0.805070557130964,0.667558799187556,0.774178740694775,0.728583709136342,1,0.803112943561223,0.772622248005859,0.664283498632614,0.815796459525352,0.737957319376713,0.894285611709964,1,0.673871527578638,0.961621492245879,0.799676343869081,0.668073790833383,0.659631452964734,0.826557749756884,0.776858749663603,1,0.769464004457148,0.818650726710668,0.659395779296103,0.761065303701441,0.718153109055829,0.944950792891649,0.873009000518821,0.842753793751564,1,0.732607161418331,0.869127119222168,0.913176637478737,0.720947876190711,0.761741447046431,0.708880881371973,0.71930888654358,0.853274092542682,0.712323473855643,1
