X1,X0.999949832956754,X1.1,X1.2,X0.999949692088655,X1.3,X0.999950005252537,X0.999900141773992,X0.999950187257873,X1.4,X0.999899979344597,X0.999950072706887,X0.999899993030756,X0.999900462511713,X1.5,X0.99994994014074,X1.6,X0.999949953219781,X0.99990060081527,X0.999950091047671,X1.7,X0.999950149194332,X1.8,X0.99994999904787,X0.99990064004881,X0.999950252720172,X1.9,X1.10,X1.11,X1.12,X1.13,X0.999950205455292,X1.14,X1.15,X1.16,X1.17,X1.18,X0.999950106665832,X1.19,X0.999950322659816,X0.999900776046609,X0.9999503273809,X0.999950203876377,X1.20,X1.21,X0.99990022934633,X0.999950234354893,X0.999899920532327,X0.999850502454067,X1.22,X0.999950105190205,X0.999950336921273,X1.23,X0.9999003938067,X1.24,X1.25,X0.99995011360042,X1.26,X0.999950230988501,X0.999900409749063,X0.999950282820495,X0.999950322790643,X1.27,X1.28,X0.999900488662269,X1.29,X1.30,X0.999950144521334,X1.31,X0.999950248180853,X0.99990098689047,X0.999950214150177,X0.999950403004713,X1.32,X1.33,X0.999900511356743,X1.34,X1.35,X1.36,X0.999950069178236,X1.37,X0.999950145665583,X0.999900435527373,X0.99995008093976,X0.99995031458528,X1.38,X1.39,X0.999900344518071,X1.40,X1.41,X1.42,X0.99995012767579,X0.99989996854967,X0.999949909874922,X1.43,X0.999900662622826,X0.999900333494309,X0.999900775272677,X0.999950210918099,X0.999950266408094,X0.999850886845674,X0.999950166087407,X0.999950168396028,X0.999950251242489,X1.44,X1.45,X0.999950123252494,X1.46,X1.47,X0.999900553169186,X0.999950117212846,X0.999950268528222,X1.48,X1.49,X0.999900321953896,X1.50,X1.51,X1.52,X1.53,X1.54,X1.55,X1.56,X1.57,X0.999950322145741,X1.58,X1.59,X1.60,X1.61,X1.62,X1.63,X1.64,X1.65,X1.66,X0.999950348094494,X1.67,X1.68,X1.69,X0.999950156630482,X1.70,X1.71,X0.999900647446609,X0.999950186560134,X0.999950472806561,X1.72,X1.73,X0.999901108438629,X1.74,X1.75,X1.76,X1.77,X1.78,X1.79,X1.80,X0.999900003956143,X0.999949899785473,X0.999899985239073,X0.999850458294956,X1.81,X0.99995001477605,X0.999950234876243,X1.82,X0.99990035426163,X1.83,X0.999900529602687,X0.999900579068354,X0.999900244990398,X0.999850450686023,X0.999900445315432,X1.84,X0.999900601512942,X1.85,X1.86,X1.87,X1.88,X0.999950182091794,X0.999950230200907,X1.89,X1.90,X1.91,X1.92,X0.999950170628404,X1.93,X1.94,X1.95,X0.999950349805057,X1.96,X1.97,X1.98,X0.999950103520783,X1.99,X1.100,X0.999949961036583,X1.101,X0.999950076594938,X0.999950048421256,X0.999950069339079,X0.999950144815645,X1.102,X1.103,X0.999950168578464,X1.104,X1.105,X1.106,X0.99995020084683,X1.107,X1.108,X1.109,X0.999950067991272,X1.110,X1.111,X1.112,X0.999950056203193,X1.113,X0.999950297825069,X0.999900487236109,X0.999950231386048,X0.999950168895543,X1.114,X1.115,X0.999900455851073,X1.116,X1.117,X1.118,X0.999950183913598,X1.119,X1.120,X1.121,X0.999900749114791,X1.122,X1.123,X1.124,X1.125,X0.999950140485552,X1.126,X0.999950175890201,X0.999950221852263,X0.999950124468441,X0.999950205551327,X1.127,X1.128,X0.999950285547479,X1.129,X1.130,X1.131,X0.999950283829083,X1.132,X1.133,X1.134,X0.999950060330173,X1.135,X1.136,X1.137,X1.138,X0.999950012993107,X0.999950089443316,X0.999950043224674,X1.139,X1.140,X0.999950253665275,X0.99995029329892,X0.999950162311786,X0.999950191352344,X0.999950361345354,X0.999950308179699,X0.999950208916382,X0.999950195326103,X1.141,X1.142,X0.999950488730946,X1.143,X0.999950194494473,X0.999950263044364,X0.999950018167028,X0.999950189987938,X0.999950182740511,X1.144,X0.999899827382684,X0.999949759829549,X0.999899549541635,X0.999849670675663,X1.145,X0.999950127746238,X0.999950046289247,X1.146,X0.999900572612899,X1.147,X0.999900027250878,X0.999900092558991,X0.999899903113559,X0.999850341626379,X0.999900199828012,X1.148,X0.999900293296382,X1.149,X0.999950016065339,X0.999950005017082,X0.999899939173297,X0.999950039271991,X0.999950050667305,X1.150,X0.999950010363282,X0.999900292283746,X0.999950030853939,X1.151,X0.999900868368164,X0.999900130073878,X0.999900639124225,X0.999950176471818,X0.999950349301174,X0.999850760796257,X0.99995023852206,X0.999950169958499,X0.999950213731551,X1.152,X1.153,X0.999950416746991,X1.154,X0.999850553926178,X0.999950263203394,X0.999950194424266,X0.999950135911229,X0.999950208569555,X1.155,X0.999850411854689,X1.156
1,0.999949832956754,1,1,0.999949692088655,1,0.999950005252537,0.999900141773992,0.999950187257873,1,0.999899979344597,0.999950072706887,0.999899993030756,0.999900462511713,1,0.99994994014074,1,0.999949953219781,0.99990060081527,0.999950091047671,1,0.999950149194332,1,0.99994999904787,0.99990064004881,0.999950252720172,1,1,1,1,1,0.999950205455292,1,1,1,1,1,0.999950106665832,1,0.999950322659816,0.999900776046609,0.9999503273809,0.999950203876377,1,1,0.99990022934633,0.999950234354893,0.999899920532327,0.999850502454067,1,0.999950105190205,0.999950336921273,1,0.9999003938067,1,1,0.99995011360042,1,0.999950230988501,0.999900409749063,0.999950282820495,0.999950322790643,1,1,0.999900488662269,1,1,0.999950144521334,1,0.999950248180853,0.99990098689047,0.999950214150177,0.999950403004713,1,1,0.999900511356743,1,1,1,0.999950069178236,1,0.999950145665583,0.999900435527373,0.99995008093976,0.99995031458528,1,1,0.999900344518071,1,1,1,0.99995012767579,0.99989996854967,0.999949909874922,1,0.999900662622826,0.999900333494309,0.999900775272677,0.999950210918099,0.999950266408094,0.999850886845674,0.999950166087407,0.999950168396028,0.999950251242489,1,1,0.999950123252494,1,1,0.999900553169186,0.999950117212846,0.999950268528222,1,1,0.999900321953896,1,1,1,1,1,1,1,1,0.999950322145741,1,1,1,1,1,1,1,1,1,0.999950348094494,1,1,1,0.999950156630482,1,1,0.999900647446609,0.999950186560134,0.999950472806561,1,1,0.999901108438629,1,1,1,1,1,1,1,0.999900003956143,0.999949899785473,0.999899985239073,0.999850458294956,1,0.99995001477605,0.999950234876243,1,0.99990035426163,1,0.999900529602687,0.999900579068354,0.999900244990398,0.999850450686023,0.999900445315432,1,0.999900601512942,1,1,1,1,0.999950182091794,0.999950230200907,1,1,1,1,0.999950170628404,1,1,1,0.999950349805057,1,1,1,0.999950103520783,1,1,0.999949961036583,1,0.999950076594938,0.999950048421256,0.999950069339079,0.999950144815645,1,1,0.999950168578464,1,1,1,0.99995020084683,1,1,1,0.999950067991272,1,1,1,0.999950056203193,1,0.999950297825069,0.999900487236109,0.999950231386048,0.999950168895543,1,1,0.999900455851073,1,1,1,0.999950183913598,1,1,1,0.999900749114791,1,1,1,1,0.999950140485552,1,0.999950175890201,0.999950221852263,0.999950124468441,0.999950205551327,1,1,0.999950285547479,1,1,1,0.999950283829083,1,1,1,0.999950060330173,1,1,1,1,0.999950012993107,0.999950089443316,0.999950043224674,1,1,0.999950253665275,0.99995029329892,0.999950162311786,0.999950191352344,0.999950361345354,0.999950308179699,0.999950208916382,0.999950195326103,1,1,0.999950488730946,1,0.999950194494473,0.999950263044364,0.999950018167028,0.999950189987938,0.999950182740511,1,0.999899827382684,0.999949759829549,0.999899549541635,0.999849670675663,1,0.999950127746238,0.999950046289247,1,0.999900572612899,1,0.999900027250878,0.999900092558991,0.999899903113559,0.999850341626379,0.999900199828012,1,0.999900293296382,1,0.999950016065339,0.999950005017082,0.999899939173297,0.999950039271991,0.999950050667305,1,0.999950010363282,0.999900292283746,0.999950030853939,1,0.999900868368164,0.999900130073878,0.999900639124225,0.999950176471818,0.999950349301174,0.999850760796257,0.99995023852206,0.999950169958499,0.999950213731551,1,1,0.999950416746991,1,0.999850553926178,0.999950263203394,0.999950194424266,0.999950135911229,0.999950208569555,1,0.999850411854689,1
